TrackID,TrackName,AlbumName,ArtistName,ReleaseDate,Duration(ms),PopularityIndex,URL
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,2023-07-13,222369,98,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q
3GYlZ7tbxLOxe6ewMNVTkw,TV,Guitar Songs,Billie Eilish,2022-07-21,281380,87,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,298899,88,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,86,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,85,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
42dosBqMOdtgxKw0KRFJF0,Getting Older,Happier Than Ever,Billie Eilish,2021-07-30,244221,70,https://open.spotify.com/track/42dosBqMOdtgxKw0KRFJF0
54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,174321,75,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
43zdsphuZLzwA9k4DJhU0I,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,85,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
7bcy34fBT2ap1L4bfPsl9q,I Didn't Change My Number,Happier Than Ever,Billie Eilish,2021-07-30,158463,76,https://open.spotify.com/track/7bcy34fBT2ap1L4bfPsl9q
04sN26COy28wTXYj3dMoiZ,Bored,Bored,Billie Eilish,2017-03-30,180933,84,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,Happier Than Ever,Billie Eilish,2021-07-30,196730,80,https://open.spotify.com/track/2KnuaZYoGzDoHiBTNYOTXG
2ygvZOXrIeVL4xZmAWJT2C,my future,my future,Billie Eilish,2020-07-30,208155,73,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
0UJAH9v2PmS7sBcuBquprR,Oxytocin,Happier Than Ever,Billie Eilish,2021-07-30,210232,67,https://open.spotify.com/track/0UJAH9v2PmS7sBcuBquprR
6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,168839,77,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,dont smile at me,Billie Eilish,2017-12-22,200379,84,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,Happier Than Ever,Billie Eilish,2021-07-30,234761,79,https://open.spotify.com/track/5XsAal7ZcWg1I5T4NcRjkv
73SpzrcaHk0RQPFP73vqVR,No Time To Die,No Time To Die,Billie Eilish,2020-02-13,242265,79,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
1LdXpFzKjF7Jz6jA82DYs0,Lost Cause,Happier Than Ever,Billie Eilish,2021-07-30,212496,66,https://open.spotify.com/track/1LdXpFzKjF7Jz6jA82DYs0
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,180952,79,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
5SHpuW2qjkQtFRpE6P9Nks,The 30th,Guitar Songs,Billie Eilish,2022-07-21,216448,77,https://open.spotify.com/track/5SHpuW2qjkQtFRpE6P9Nks
0FfqyjhB6Kspvit1oOo7ax,GOLDWING,Happier Than Ever,Billie Eilish,2021-07-30,151536,71,https://open.spotify.com/track/0FfqyjhB6Kspvit1oOo7ax
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),"Billie Eilish, Khalid",2018-04-19,200185,90,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
4T2zre0jqstNJ5Gt0WG9lz,Not My Responsibility,Happier Than Ever,Billie Eilish,2021-07-30,227679,71,https://open.spotify.com/track/4T2zre0jqstNJ5Gt0WG9lz
51NFxnQvaosfDDutk0tams,bellyache,Bellyache,Billie Eilish,2017-02-24,179172,80,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
6CcJMwBtXByIz4zQLzFkKc,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,81,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
5uSG6fUPRaehaV820zcpsK,OverHeated,Happier Than Ever,Billie Eilish,2021-07-30,214058,70,https://open.spotify.com/track/5uSG6fUPRaehaV820zcpsK
3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,221543,76,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,203569,82,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
